date_releve;operateur;categorie;offre;debit_ou_data;appels_inclus;prix_dh_mois;remarques;source;fiabilite
2026-08-16;inwi;Fibre;Fibre optique 200 Mega;200 Mb/s;;449;;https://inwi.ma/fr/particuliers/offres-internet/wifi-a-la-maison/fibre-optique;officiel_site
2026-08-16;inwi;Fibre;Fibre optique 500 Mega;500 Mb/s;;749;;https://inwi.ma/fr/particuliers/offres-internet/wifi-a-la-maison/fibre-optique;officiel_site
2026-08-16;inwi;Fibre;Fibre optique 20 Mega;20 Mb/s;;249;;https://inwi.ma/fr/particuliers/offres-internet/wifi-a-la-maison/fibre-optique;officiel_site
2026-08-16;inwi;Fibre;Fibre optique 50 Mega;50 Mb/s;;299;;https://inwi.ma/fr/particuliers/offres-internet/wifi-a-la-maison/fibre-optique;officiel_site
2026-08-16;inwi;Fibre;Fibre optique 100 Mega;100 Mb/s;;349;;https://inwi.ma/fr/particuliers/offres-internet/wifi-a-la-maison/fibre-optique;officiel_site
2026-08-16;inwi;Fibre;Fibre optique 200 Mega;200 Mb/s;;449;;https://inwi.ma/fr/particuliers/offres-internet/wifi-a-la-maison/fibre-optique;officiel_site
2026-08-16;inwi;Fibre;Fibre optique 500 Mega;500 Mb/s;;749;;https://inwi.ma/fr/particuliers/offres-internet/wifi-a-la-maison/fibre-optique;officiel_site
2026-08-16;inwi;Fibre;Fibre optique 1G;1 Gb/s;;949;;https://inwi.ma/fr/particuliers/offres-internet/wifi-a-la-maison/fibre-optique;officiel_site
2026-08-16;inwi;Forfait mobile;Forfait 49 DH;;;49;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 99 DH;15Go;;99;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 49 DH;11Go;1H / 1h;49;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 99 DH;18Go;5H / 5h;99;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 99 DH;30Go;1H / 1h;99;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 119 DH;35Go;2h;119;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 149 DH;40Go;4h;149;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 1199 DH;55Go / 1Go;5H / 5h;1199;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 49 DH;1Go / 2Go;4h;49;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 99 DH;12Go;12h;99;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 149 DH;18Go;18h;149;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 199 DH;35Go;;199;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 249 DH;60Go / 2Go;;249;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 349 DH;75 Go / 75Go / 2Go;;349;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 549 DH;125 Go / 125Go / 3Go;;549;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
2026-08-16;inwi;Forfait mobile;Forfait 649 DH;150 Go / 150Go / 6Go;;649;extraction generique - verifier et raffiner le parser;https://inwi.ma/fr/particuliers/offres-mobiles/forfait-mobile;officiel_js_generique
